verdict,claim,date,source,reviewer,language,raw_verdict,raw_verdict_en
misinformation,آخر سفرة طعام لعائلة في غزة,,,factuel.afp.com,ar,خطأ,Error
misinformation,الهند الهندوس يوحدون الله الواحد الأحد ويعلنون اسلامهم,,,factuel.afp.com,ar,خطأ,Error
misinformation,"Ces quatre photos montrent le lac Retba, au Sénégal",2021-05-03T00:00:00Z,Sources multiples,factuel.afp.com,fr,Partiellement faux,Partially false
misinformation,Le professeur Fourtillan a été arrêté pour avoir prouvé que l'Institut Pasteur a créé et breveté le SARS-CoV-2,2021-05-11T00:00:00Z,Sources multiples,factuel.afp.com,fr,Faux,False
misinformation,Des compagnies aériennes envisagent d'interdire les personnes vaccinées en raison de caillots sanguins,2021-05-17T00:00:00Z,Sources multiples,factuel.afp.com,fr,Faux,False
misinformation,جيش تركي وصل فلسطين لمساعدة الجيش فلسطين الله أكبر,,,factual.afp.com,ar,خطأ,Error
other,علاقة خامنئي بهنية رئيس حماس علاقة العبد بسيده، شوفوا,,,factuel.afp.com,ar,مركّبة,vehicle
misinformation,Un enfant présente des lésions à la bouche dues à du sucre frelaté vendu en Afrique,2021-05-08T00:00:00Z,sources multiples,factuel.afp.com,fr,Faux,False
misinformation,President Joe Biden spoke in support of the ongoing farmers' protest in India,2021-01-22T08:39:23Z,Facebook,thequint.com,en,False,False
misinformation,Indians throwing idols of gods/goddesses due to rising COVID cases,2021-05-21T10:39:50Z,"Social Media,Facebook,Twitter",thequint.com,en,False,False
misinformation,Video shows cyclone tauktae's effect in Somnath beach in Gujarat,2021-05-20T09:21:42Z,"Facebook,Twitter",thequint.com,en,False,False
misinformation,Image shows cop carrying dead body in UP's Budaun amid second coronavirus wave,2021-05-20T15:36:12Z,"Facebook,Aradhana Misra Mona,Twitter",thequint.com,en,False,False
misinformation,Man saying we want mandir and not roads has died due to lack of oxygen in Lucknow,2021-05-19T15:20:29Z,"Facebook,Twitter,WhatsApp",thequint.com,en,False,False
misinformation,Video shows the current situation in Palestine,2021-05-19T10:53:32Z,WhatsApp,thequint.com,en,False,False
misinformation,Video shows oxygen is being wasted in Congress ruled states,2021-05-18T16:16:33Z,"Facebook,Twitter",thequint.com,en,False,False
misinformation,Israel send fighter jet with 'Soumya' written on it as a tribute to Kerala woman who died in Hamas airstrike.,2021-05-18T10:37:15Z,"Facebook,WhatsApp,Twitter",thequint.com,en,False,False
misinformation,Video shows Israel destroying a shrine in Palestine,2021-05-18T10:19:56Z,Social Media,thequint.com,en,False,False
misinformation,Video shows Israeli forces taking over Al-Aqsa mosque in Jerusalem,2021-05-18T12:31:43Z,"Facebook,Twitter",thequint.com,en,False,False
misinformation,Isso foi só a recontagem parcial em Detroit,,,oglobo.globo.com,pt,Fake,Fake
misinformation,O grande papa olhem para ele fumando maconha com evo morais não k não,2015-12-12T00:00:00Z,Gladys Arevalo,oglobo.globo.com,pt,Fake,Fake
misinformation,"PRIVATIZAÇÃO URGENTE !!! - Isso é uma vergonha, um desperdício do dinheiro público; descaso dos responsáveis pela administração dos Correios. - Chega de corrupção e de parasitas!!!",2020-08-20T00:00:00Z,Post no Facebook,oglobo.globo.com,pt,Fake,Fake
misinformation,A filha do Putin morreu após tomar uma dose da vacina russa contra a Covid-19,2020-08-16T00:00:00Z,Post no Facebook,oglobo.globo.com,pt,Fake,Fake
misinformation,Eleições nos EUA: mais sujo que pau de galinheiro,,,oglobo.globo.com,pt,Fake,Fake
misinformation,OMS pede desculpas pelo erro na controvérsia sobre a hidroxicloroquina,2020-06-07T00:00:00Z,Jornal da Cidade Online,oglobo.globo.com,pt,Fake,Fake
misinformation,para tornar obrigatória a ideologia de gênero nas escolas públicas e privadas,,,oglobo.globo.com,pt,Fake,Fake
misinformation,166 pessoas estão agora tentando salvar o Pantanal. O contingente do Exército Brasileiro é de 336 mil soldados. Sabe quantos Bolsonaro enviou para combater as chamas? NENHUM.,,,boatos.org,pt,Falso,Fake
misinformation,The World Bank exported COVID-19 Medical test kits to all the countries in 2018,2021-05-14T00:00:00Z,SOCIAL MEDIA POST,factly.in,en,MISLEADING,MISLEADING
misinformation,మే 20వ తేదీ నుండి లాక్ డౌన్ టైమింగ్స్ లో మార్పులు ప్రకటించిన ఆంధ్ర ప్రదేశ్ ప్రభుత్వం,2021-05-18T00:00:00Z,SOCIAL MEDIA POST,factly.in,te,FALSE,FALSE
misinformation,Contact details Dr. Reddy Labs for procuring 2DG drug,2021-05-19T00:00:00Z,SOCIAL MEDIA POST,factly.in,en,FALSE,FALSE
misinformation,Tweets by Bollywood actors Sonu Sood and Swara Bhasker in support of Hamas militant group,2021-05-13T00:00:00Z,SOCIAL MEDIA POST,factly.in,en,FALSE,FALSE
misinformation,Photo of a Palestinian girl who is injured in Israel’s airstrikes on Gaza city,2021-05-18T00:00:00Z,SOCIAL MEDIA POST,factly.in,en,FALSE,FALSE
misinformation,Ratan Tata said that he is willing to spend his entire wealth to make India a Coronavirus-free country,2021-05-17T00:00:00Z,SOCIAL MEDIA POST,factly.in,en,FALSE,FALSE
misinformation,"The United Nations will establish a New World Order by 2030 which envisions one government, end of national sovereignty, depopulation and mandatory multiple vaccinations, end of irrigation & grazing livestock, private firms, among other goals",2021-05-14T00:00:00Z,SOCIAL MEDIA POST,factly.in,en,FALSE,FALSE
misinformation,‘నారద స్కాంకి సంబంధించిన కేసులో CBI అరెస్ట్ చేసిన TMC నేతలు నేరాన్ని ఒప్పుకున్నారు’,2021-05-17T00:00:00Z,SOCIAL MEDIA POST,factly.in,te,MISLEADING,MISLEADING
misinformation,European air travel guidelines show there is no need to quarantine visitors from overseas,2020-05-27T00:00:00Z,Michael O'Leary,thejournal.ie,en,Misleading,Misleading
misinformation,You catch Legionnaires' disease or pleurisy from wearing a face covering,2020-08-03T00:00:00Z,Multiple Facebook users,thejournal.ie,en,False,False
misinformation,Dognappers are marking houses to target with stickers on ESB pillars,2020-08-01T00:00:00Z,Multiple Facebook users,thejournal.ie,en,False,False
misinformation,Irish people were the first slaves to arrive in the American colonies and arrived in 1619,2019-04-17T00:00:00Z,Viral Image,thejournal.ie,en,False,False
misinformation,The world has been trying to treat Covid-19 incorrectly and patients are being misdiagnosed with pneumonia.,2020-05-01T00:00:00Z,Facebook User,thejournal.ie,en,False,False
misinformation,Csak a hatóság ellenőrizheti a védettségi igazolást és a személyi igazolványt.,2021-05-04T00:00:00Z,,tenykerdes.afp.com,hu,Félrevezető,Misleading
misinformation,Az Európai Tanács állásfoglalása jogilag kötelező erejű,2021-02-18T00:00:00Z,Kimondott Igazságok,tenykerdes.afp.com,hu,Hiányzó kontextus,Missing context
misinformation,A kullancsokat ki lehet csalogatni a bőrből egy nedves gyufával,2012-03-08T00:00:00Z,Ernő Szelekovszky,tenykerdes.afp.com,hu,Hamis,False
misinformation,A csapvíz koronavírus-gyorstesztje is pozitív lesz.,2021-04-16T00:00:00Z,Csirke Faros,tenykerdes.afp.com,hu,Részben hamis,Partly fake
misinformation,"Greta Thunberg felszólította a kínaiakat, hogy ne használjanak evőpálcikát a fák megmentése miatt",2021-04-12T00:00:00Z,Több forrás,tenykerdes.afp.com,hu,Hamis,False
misinformation,"Putyin megfenyegette Európát és az USA-t, amiért azok csökkenteni akarják a lakosságot",2021-02-23T00:00:00Z,Bali Péter József,tenykerdes.afp.com,hu,Hamis,False
misinformation,Vadászok lőtték le a képen látható két gólyát,2021-04-08T00:00:00Z,,tenykerdes.afp.com,hu,Hamis,False
misinformation,J&J vaccine package insert left blank,2021-05-06T00:00:00Z,Social media users,usatoday.com,en,Missing Context,Missing Context
misinformation,"Hummer caught fire after man filled it with gas containers, then lit a cigarette",2021-05-13T00:00:00Z,Social media users,usatoday.com,en,Missing Context,Missing Context
misinformation,"Pfizer trial documents say vaccinated people can transmit vaccine to others through skin contact, with 'devastating' results",2021-05-19T00:00:00Z,Social media users,usatoday.com,en,False,False
misinformation,An image of a Snapple 'Real Fact' lid mentions 2020 election results,2021-05-10T00:00:00Z,Social media users,usatoday.com,en,Altered,Altered
misinformation,Coronavirus vaccine manufacturers stopped testing shots on animals because they all died,2021-05-18T00:00:00Z,Social media,usatoday.com,en,False,False
misinformation,Ohio doctor who joked about vaccine microchips died after COVID-19 vaccine,2021-05-11T00:00:00Z,Social media,usatoday.com,en,Missing Context,Missing Context
misinformation,"Joe Biden said ""the country is doomed ... because of African-Americans""",2021-04-09T00:00:00Z,Social media users,usatoday.com,en,Missing Context,Missing Context
misinformation,HIPAA prevents anyone from asking if you are vaccinated,2021-05-13T00:00:00Z,Social media users,usatoday.com,en,False,False
misinformation,"Pfizer was sued for $2.3 billion for ""bribing doctors and suppressing adverse trial results""",2021-04-26T00:00:00Z,Social media users,usatoday.com,en,Partly False,Partly False
misinformation,Door coronavaccinatie blijven magneten op je arm plakken,2021-05-13T00:00:00Z,frontnieuws.com,factchecknederland.afp.com,nl,Onwaar,False
misinformation,De coronamaatregelen hebben geen zin,2021-05-01T00:00:00Z,Leef Bewust,factchecknederland.afp.com,nl,Onwaar,False
misinformation,Antigeentesten zijn onbetrouwbaar omdat ze kraanwater positief testen op COVID-19,2021-04-18T00:00:00Z,Verschillende bronnen,factchecknederland.afp.com,nl,Misleidend,Misleading
misinformation,Verpleegkundigen in “Salvador” ontmaskeren de coronapandemie en zingen dat ze tegen nepnieuws zijn.,2021-04-21T00:00:00Z,Relevant Today Dutch,factchecknederland.afp.com,nl,Onwaar,False
misinformation,EMA-cijfers bewijzen dat coronavaccinatie tot 7.766 doden en 330.218 gewonden heeft geleid,2021-04-26T00:00:00Z,Verschillende bronnen,factchecknederland.afp.com,nl,Onwaar,False
misinformation,De CDC heeft toegegeven dat 96% van alle gerapporteerde coronadoden onjuist zijn,2021-04-17T00:00:00Z,Verschillende bronnen,factchecknederland.afp.com,nl,Onwaar,False
misinformation,Deze video toont recente rellen in Duitsland,2021-04-28T00:00:00Z,Verschillende bronnen,factchecknederland.afp.com,nl,Onwaar,False
misinformation,mRNA-vaccins zijn dodelijk en veroorzaken auto-immuunziekten.,2021-03-31T00:00:00Z,Sherri Tenpenny,factchecknederland.afp.com,nl,Onwaar,False
misinformation,Koning Willem-Alexander bezoekt een nep-coronapatiënt op de IC,2021-04-13T00:00:00Z,Verschillende bronnen,factchecknederland.afp.com,nl,Misleidend,Misleading
misinformation,"Indians are throwing away religious statues in the river for not protecting them against COVID-19, according to a set of photos that circulated on social media.",,,rappler.com,en,False,False
misinformation,"Former president Ferdinand Marcos appeared in a world leaders’ meeting in Toronto, Canada in 1983.",,,rappler.com,en,False,False
misinformation,Actress Liza Soberano will represent the Philippines in the 70th Miss Universe pageant to make up for the country’s loss this year.,,,rappler.com,en,False,False
misinformation,Supreme Court Associate Justice Marvic Leonen has been removed from his post.,,,rappler.com,en,False,False
misinformation,Former foreign secretary Albert Del Rosario and Vice President Leni Robredo backed out of a debate on the West Philippine Sea with Presidential Spokesperson Harry Roque.,,,rappler.com,en,False,False
misinformation,Voluntary Reserve Officers’ Training Corps (ROTC) was implemented during the term of president Corazon Aquino.,,,rappler.com,en,False,False
misinformation,President Rodrigo Duterte confirmed Ferdinand “Bongbong” Marcos Jr. was elected as vice president.,,,rappler.com,en,False,False
misinformation,"More than 50,000 bridges were built during the administration of president Ferdinand Marcos.",,,rappler.com,en,False,False
misinformation,"The COVID-19 vaccines, specifically the ones that use mRNA, cause infertility.",,,rappler.com,en,False,False
misinformation,Former senator Antonio Trillanes IV is the “final bet” of retired Supreme Court justice Antonio Carpio for president in the 2022 elections.,,,rappler.com,en,False,False
other,Dandelion root is able to kill 98% of cancer cells within 48 hours.,2021-05-15T00:00:00Z,Facebook user,fullfact.org,en,"Laboratory studies using cancer cells have shown that dandelion root extract has anti-cancer effects, but this has not been proven in humans.","Laboratory studies using cancer cells have shown that dandelion root extract has anti-cancer effects, but this has not been proven in humans."
misinformation,Covid-19 vaccines cause vaccine enhancement syndrome which makes you even more vulnerable to the disease.,2021-05-12T00:00:00Z,Facebook user,fullfact.org,en,"This is not true. It is based on a misreading of a MailOnline article about Covid-19 variants. There is no such thing as vaccine enhancement syndrome. The Covid vaccines do not cause antibody dependent enhancement, which may be what the post had in mind.","This is not true. It is based on a misreading of a MailOnline article about Covid-19 variants. There is no such thing as vaccine enhancement syndrome. The Covid vaccines do not cause antibody dependent enhancement, which may be what the post had in mind."
misinformation,"Vitamin D, Ivermectin, zinc and hydroxychloroquine are safe and effective treatments for Covid-19.",2021-05-15T00:00:00Z,Facebook user,fullfact.org,en,There is no robust evidence yet that any of these can treat or prevent Covid-19.,There is no robust evidence yet that any of these can treat or prevent Covid-19.
misinformation,A photo shows hundreds of dead birds killed by 5G signals.,2021-05-09T00:00:00Z,Facebook user,fullfact.org,en,"This is not true. The photo is at least five years old, predating 5G.","This is not true. The photo is at least five years old, predating 5G."
other,The ‘Indian variant’ hasn’t affected the countries between India and the UK.,2021-05-16T00:00:00Z,Facebook user,fullfact.org,en,"The B1.617 variants have been found across many continents, and many countries ‘between India and the UK’.","The B1.617 variants have been found across many continents, and many countries ‘between India and the UK’."
other,"The Covid-19 vaccines have killed 3,362 people in less than four months.",2021-05-07T00:00:00Z,Instagram user,fullfact.org,en,"This is the number of deaths that were reported in individuals in the US who recently had a Covid-19 vaccine, but there’s no proof they were caused by the vaccine.","This is the number of deaths that were reported in individuals in the US who recently had a Covid-19 vaccine, but there’s no proof they were caused by the vaccine."
misinformation,A girl called Ellie Morrad is missing.,2021-05-17T00:00:00Z,wecanhelpyou909.cyou,fullfact.org,en,She is not. This is the latest in a long line of fake missing child reports posted on Facebook to scam people.,She is not. This is the latest in a long line of fake missing child reports posted on Facebook to scam people.
misinformation,La casa farmaceutica Merck abbandona la strada del vaccino e sostiene che sia più efficace contrarre il virus e guarire.,2021-02-09T00:00:00Z,Viral video social,open.online,it,"Falso! La società ha interrotto la sperimentazione dei suoi due vaccini perché non ritenuti adatti rispetto a quelli di Pfizer e Moderna, ma continuerà nella ricerca di due farmaci per curare i malati.","False! The company has stopped testing its two vaccines because they are deemed unsuitable compared to Pfizer and Moderna's, but will continue to search for two drugs to treat the sick."
misinformation,L’Italia arresta un medico per l’uccisione intenzionale di oltre 3.000 pazienti con coronavirus,2020-04-02T00:00:00Z,N5ti.com,open.online,it,Falso,Fake
misinformation,"L'adenocromo è un potentissimo ringiovanente oltre che un elisir psicotropo. Per ottenerlo é necessario che il donatore al momento del prelievo sia terrorizzato con consegiente scarica adrenalinica. L’adrenocromo é largamente utilizzato da una parte di alcune elite legate alle super logge di derivazione satanica come “la cabala” per intenderci, di cui molte star di Holliwood fanno parte.",2020-09-08T00:00:00Z,Viral conspiracy history,open.online,it,"Si tratta di una bufala complottista e pseudoscientifica utilizzata per accusare politici e personaggi famosi americani di sfruttare i bambini, terrorizzandoli e violentandoli, per trarre da loro la fantomatica sostanza. Questa narrativa è uno dei pilastri della propaganda QAnon, che non trova fondamento.","It is a conspiracy theorist and pseudoscientific hoax used to accuse American politicians and famous people of exploiting children, terrorizing and raping them, in order to derive the phantom substance from them. This narrative is one of the pillars of QAnon propaganda, which has no foundation."
other,Covid-19. Uno studio rivela che gli asintomatici non sono contagiosi.,2020-05-24T00:00:00Z,Databaseitalia.altervista.org,open.online,it,"Il sito considera uno studio dove non si afferma in alcun modo che gli asintomatici non sono contagiosi. Gli autori riconoscono la possibilità di contagio, ma che questa può essere evitata attraverso la prevenzione. Lo studio è stato fatto in condizioni igienico sanitarie e di sicurezza nei confronti di un paziente asintomatico e di 455 soggetti con cui è stato a contatto.","The site considers a study where it is in no way stated that asymptomatics are not contagious. The authors acknowledge the possibility of contagion, but that this can be avoided through prevention. The study was carried out in hygienic, health and safety conditions with respect to an asymptomatic patient and 455 subjects with whom he was in contact."
other,"How Did the Obama Foundation Tweet a George Floyd Poster on May 17, when he wasn't Killed until May 25?",2020-06-07T00:00:00Z,halturnerradioshow.com,open.online,it,"The tweet shares the homepage of the Obama.org site. When the site changes the image, Twitter also changes the sharing. The tool used is Cards. The image was uploaded on May 31, 2020.","The tweet shares the homepage of the Obama.org site. When the site changes the image, Twitter also changes the sharing. The tool used is Cards. The image was uploaded on May 31, 2020."
misinformation,"Secondo uno youtuber i conti sulla pandemia Covid-19 non tornano. Mostrando video, grafici e numeri, vuole dimostrare che i media ci stanno prendendo in giro e che in realtà non c'è alcuna pandemia.",2020-08-26T00:00:00Z,Viral social video Youtube,open.online,it,"Il video è un insieme di luoghi comuni e di diversi casi di disinformazione e complottismo diffusi durante l'emergenza Covid-19 in Italia e all'estero. In alcuni casi i conti sono stati fatti in maniera errata, in altri sono state usate fonti già smentite.","The video is a set of clichés and various cases of disinformation and conspiracy widespread during the Covid-19 emergency in Italy and abroad. In some cases the accounts have been made incorrectly, in others sources already denied have been used."
other,Secondo alcuni media italiani a Malmo (Svezia) circa 300 attivisti di estrema destra avrebbero svolto una manifestazione violenta nella serata del 28 agosto 2020 scontrandosi con la Polizia. Il movente sarebbe anti musulmano.,2020-08-30T00:00:00Z,News from italian newspapers,open.online,it,"Secondo quanto riportato dai media stranieri (The Guardian, Reuters) a scatenare le violenze sono state le manifestazioni anti islamiche avvenute nel pomeriggio, manifestazioni non autorizzate e dove sono stati arrestati i colpevoli. Le violenze della serata erano contro la presunta autorizzazione, mai data dalle autorità, e contro il gesto degli estremisti di destra. La comunità musulmana ha preso le distanze dai violenti.","According to foreign media reports (The Guardian, Reuters), the violence was triggered by anti-Islamic demonstrations that took place in the afternoon, unauthorized demonstrations and where the perpetrators were arrested. The violence of the evening was against the alleged authorization, never given by the authorities, and against the gesture of right-wing extremists. The Muslim community has distanced itself from the violent."
other,"Un sito World Integrated Trade Solution ci sarebbe la prova che i kit per il test Covid-19 vengono venduti dal 2018, due anni prima della Pandemia.",2020-09-06T00:00:00Z,Viral social media info,open.online,it,"A causa di un errore informatico del sito World Integrated Trade Solution è successo che tutti i prodotti aventi codice Harmonized System 382200 e 300215 venissero considerati utili al test Covid-19, ma in realtà quei codici vengono già dati da anni a numerosi prodotti di diagnostica. Le tabelle del sito degli anni 2018 riguardano tutti i prodotti, come i reagenti, trattati nell'anno.","Due to a computer error on the World Integrated Trade Solution site, it happened that all products with Harmonized System code 382200 and 300215 were considered useful for the Covid-19 test, but in reality those codes have already been given to numerous diagnostic products for years. The tables of the site of the years 2018 concern all the products, such as the reagents, treated in the year."
misinformation,Putting lemon drops inside the nose kills Covid-19,,Multiple sources,factcheck.afp.com,en,False,False
misinformation,Video shows Palestinians covered in makeup in an effort to make “Israel look bad”,2021-05-14T00:00:00Z,Multiple Sources,factcheck.afp.com,en,False,False
misinformation,Boy cleans blood-stained floor after his family was killed in Gaza,2021-05-15T00:00:00Z,Multiple sources,factcheck.afp.com,en,False,False
misinformation,Gargling alum water saves people Covid-19,2021-04-28T00:00:00Z,Multiple sources,factcheck.afp.com,en,Misleading,Misleading
misinformation,State-run newspaper announces Chinese couples ‘must have two children’ starting January 2022,2021-04-03T00:00:00Z,Multiple sources,factcheck.afp.com,en,Altered image,Altered image
misinformation,New Zealand border workers could be fined $4000 or imprisoned if they are not vaccinated,2021-05-02T00:00:00Z,Grant Edwards,factcheck.afp.com,en,False,False
misinformation,Map shows eagle’s journey over 20 years,2021-05-13T00:00:00Z,Multiple sources,factcheck.afp.com,en,Misleading,Misleading
misinformation,"Photo shows President Joe Biden groping Jen Psaki, which is how she secured her position as White House press secretary",2021-05-17T00:00:00Z,multiple sources,factcheck.afp.com,en,Altered photo,Altered photo
misinformation,Video of Chinese rocket landing in Indian Ocean,2021-05-09T00:00:00Z,,factcheck.afp.com,en,False,False
misinformation,"Теперь 20 штатов США разжижают людей, убитых вакциной, и распространяют их плоть на продовольственные культуры в качестве «удобрения».",2021-05-17T00:00:00Z,Майкл Адамс,factcheck.kz,ru,Ложь,False
misinformation,"(В 2020) Казахстан покинуло втрое больше медиков, в 4 раза больше педагогов, в пять раз больше технических специалистов чем в предшествующем 2019 году",2021-04-28T00:00:00Z,Александр Милютин,factcheck.kz,ru,Ложь,False
misinformation,"...массовая вакцинация ведёт к массовому истреблению (сокращению населения, потере здоровья или бесплодию и проч., она сродни экспериментам над узниками концлагерей), а значит — это фашизм",,Вирусный контент,factcheck.kz,ru,Искажение смысла,Distortion of meaning
misinformation,"WhatsApp в субботу утром станет платным. WhatsApp обойдется в €0.01 за сообщение. Отправьте это сообщение 10 контактам. Когда вы сделаете это, свет станет синим (в противном случае whatsapp активирует счёт)",2021-05-14T00:00:00Z,Виральная рассылка в WhatsApp,factcheck.kz,ru,Фейк,Fake
misinformation,По оценке Всемирного банка за период пандемии количество количество бедных в Казахстане увеличилось на полтора миллиона человек,2021-05-05T00:00:00Z,Азат Перуашев,factcheck.kz,ru,Правда и Манипуляция,Truth and Manipulation
factual,По данным палаты Атамекен в период пандемии остановили работу или полностью закрылись 430 тыс. субъекта,2021-05-05T00:00:00Z,Азат Перуашев,factcheck.kz,ru,Правда,truth
factual,"В результате ухудшения эпидемиологической обстановки и, как следствие, введения карантинных ограничений во всех странах значительно сократилась экономическая активность. По оценкам Международного валютного фонда, снижение мирового ВВП в 2020 году составило 3,3%.",2021-05-05T00:00:00Z,Ерболат Досаев,factcheck.kz,ru,Правда,truth
misinformation,"The Biden White House has ""no one there. They don't travel. They don't go down to the border. They don't go overseas.""",2021-05-18T00:00:00Z,Eric Trump,politifact.com,en,Pants on Fire,Pants on Fire
misinformation,"""There is no law that deals specifically with the term ‘partial-birth abortion.’”",2021-05-12T00:00:00Z,Xavier Becerra,politifact.com,en,False,False
misinformation,Poll shows that men are more likely to do chores than women in U.S. households.,2021-05-18T00:00:00Z,Viral image,politifact.com,en,False,False
misinformation,University of Miami researchers have found that the COVID-19 vaccine affects sperm production.,2021-05-11T00:00:00Z,Viral image,politifact.com,en,False,False
misinformation,"""The entire Database of Maricopa County in Arizona has been DELETED!""",2021-05-15T00:00:00Z,Donald Trump,usatoday.com,en,False,False
factual,“Republicans on the Joint Finance Committee removed more than $8 billion in spending increases from Gov. Evers' budget proposal.”,2021-05-08T00:00:00Z,Wisconsin Assembly GOP,politifact.com,en,Mostly True,Mostly True
misinformation,Video shows Palestinians faking a funeral procession for a child.,2021-05-10T00:00:00Z,Viral image,politifact.com,en,False,False
misinformation,ליברמן אמר שישראל ביתנו תשים סוף ותאסור ברית מילה,2019-08-20T00:00:00Z,פוסטים בפייסבוק,thewhistle.globes.co.il,iw,לא נכון,Not true
misinformation,הנשיא ריבלין לוחץ יד למחבל ולידו הפלסטיני מבצלם שצילם את אלאור עזריה,2019-09-19T00:00:00Z,פוסטים בפייסבוק,thewhistle.globes.co.il,iw,לא נכון,Not true
misinformation,איילת שקד רוצה לסגור את פייסבוק וטוויטר,2019-08-06T00:00:00Z,פוסטים בפייסבוק,thewhistle.globes.co.il,iw,מטעה,misleading
misinformation,טקס הזיכרון הישראלי-פלסטיני ישודר בשידור חי בתאגיד השידור הציבורי,2020-04-26T00:00:00Z,אתר 0404,thewhistle.globes.co.il,iw,לא נכון,Not true
misinformation,נגיף הקורונה יכול לרפא את עצמו על ידי קערה עם מי שום טריים מבושלים,2020-03-15T00:00:00Z,פוסט/ים בפייסבוק,thewhistle.globes.co.il,iw,לא נכון,Not true
misinformation,בתעודת המעבר של יאיר לפיד נכתב שהוא לא יעלה לכתה ח' בגלל ציוניו הנמוכים,2019-08-19T00:00:00Z,פוסט/ים בפייסבוק,thewhistle.globes.co.il,iw,לא נכון,Not true
misinformation,Vitamin C protects against coronavirus,2020-03-09T00:00:00Z,Andrew W. Saul,theconversation.com,en,Unlikely to prevent or cure you,Unlikely to prevent or cure you
misinformation,"Christian scripture supports strict enforcement of immigration laws, including separating children from parents",2018-06-14T00:00:00Z,Attorney General Jeff Sessions,theconversation.com,en,False,False
misinformation,Raising fuel economy requirements will make vehicles less safe,2018-08-24T00:00:00Z,The Environmental Protection Agency,theconversation.com,en,False,False
misinformation,The Trump Administration defeated the Islamic State caliphate in Syria and Iraq,2020-10-07T00:00:00Z,Vice President Mike Pence,theconversation.com,en,False,False
misinformation,Canadians burned down the White House during the War of 1812,2018-06-06T00:00:00Z,Donald Trump,theconversation.com,en,False,False
misinformation,"Businesses need immunity from lawsuits, or they won't reopen during the coronavirus pandemic",2020-04-29T00:00:00Z,Sen. Mitch McConnell,theconversation.com,en,Not true,Not true
misinformation,Burning wood to generate energy is carbon neutral,2018-04-23T00:00:00Z,Scott Pruitt,theconversation.com,en,False,False
other,There are more beds available in the NHS.,2018-01-03T00:00:00Z,Theresa May,theconversation.com,en,"While the number of beds blocked by delayed transfers has decreased, the total number of available beds has also decreased.","While the number of beds blocked by delayed transfers has decreased, the total number of available beds has also decreased."
misinformation,"""Native title can only exist if Australia was settled, not invaded.""",2018-01-20T00:00:00Z,"Sherry Sufi, Liberal Party of Western Australia",theconversation.com,en,FALSE,FALSE
misinformation,صورة لشاب يحمل بين يديه طفلاً مغمضاً عينيه في منشورات تحدثت عن ضحايا غارات الاحتلال الإسرائيلي على غزة,,,verify-sy.com,ar,Mostly false,Mostly false
misinformation,""" رئيس المكتب السياسي لحركة حماس إسماعيل هنية يقبل يد المرشد الإيراني علي خامنئي""",,,verify-sy.com,ar,False,False
misinformation,طفلان اثنان يعانقان بعضهما في مكان بدا وكأنه مستشفى، وذلك في سياق أخبار تتحدث عن القصف الإسرائيلي على غزّة,,,verify-sy.com,ar,False,False
misinformation,"""دعم الإمارات للحرب الإسرائيلية في سبيل حفظ أمنها واستقرارها ضد المنظمات الإرهابية الفلسطينية""",,,verify-sy.com,ar,False,False
misinformation,إضاءة برج القاهرة بعلم فلسطين تضامناً مع غزة ضد جرائم الاحتلال الإسرائيلي,,,verify-sy.com,ar,False,False
misinformation,إضاءة برج القاهرة بعلم فلسطين تضامناً مع غزة ضد جرائم الإحتلال الإسرائيلي,,,verify-sy.com,ar,False,False
misinformation,كوسوفو نفت على لسان رئيس وزرائها دعمها للاحتلال الإسرائيلي في حربه على غزة,,,verify-sy.com,ar,False,False
misinformation,"""طفل فلسطيني يمسح دماء أسرته التي قتلها الاحتلال الإسرائيلي في قرية البدوية شمال غزة""",,,verify-sy.com,ar,False,False
misinformation,Joe Biden retoma construção do muro de Trump,2021-05-14T00:00:00Z,Várias fontes,checamos.afp.com,pt,Enganoso,Deceptive
misinformation,Hamas transporta mísseis em uma rua residencial em Gaza,2021-05-12T00:00:00Z,Várias fontes,checamos.afp.com,pt,Falso,Fake
misinformation,Silêncio da mídia sobre a morte do fotógrafo Thiago de Freitas Souza após pedir silêncio a traficantes para a filha dormir,2021-05-17T00:00:00Z,Várias fontes,checamos.afp.com,pt,Falso,Fake
misinformation,Avicultores e suínocultores são atacados na Argentina pela população faminta,2021-05-16T00:00:00Z,Várias fontes,checamos.afp.com,pt,Falso,Fake
misinformation,Manifestação em Brasília em 15 de maio de 2021,2021-05-15T00:00:00Z,Várias fontes,checamos.afp.com,pt,Falso,Fake
misinformation,Documentos mostram coronavírus sendo testado como arma biológica na China antes da pandemia de covid-19,2021-05-10T00:00:00Z,Várias fontes,checamos.afp.com,pt,Falso,Fake
misinformation,O primeiro-ministro Benjamin Netanyahu afirmou que Israel deve uma enorme gratidão ao Hamas palestino,2021-05-12T00:00:00Z,Várias fontes,checamos.afp.com,pt,Falso,Fake
misinformation,Fotoğrafın Japonya'daki Otoparkı Gösterdiği İddiası,2021-05-18T00:00:00Z,İyi ki Öğrendim,malumatfurus.org,tr,YANLIS,False
